"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","abund_gini","long_count","max_geneDist","genomic_range","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"LOC101927434","-",7,7,8,8,1,2,0.0932835820895522,0.4,0.0972222222222223,1,405236,515220,0.131934731934732,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927437","-",3,1,3,1,1,1,0.056657223796034,0.561797752808989,0,1,0,34139,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927450","-",1,4,1,4,1,1,0.00884251481121231,0.546448087431694,0,1,382734,555673,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927468","-",2,1,2,1,1,1,0.0556483027267668,0.00651168848082308,0,1,13152,51302,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927476","+",4,3,4,3,1,1,0.113765642775882,2.63157894736842,0,1,119726,186929,0.485714285714286,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927480","-",1,1,1,1,1,1,0.0297796307325789,0.555555555555556,0,1,71255,0,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927497","+",7,4,8,4,1,2,0.106382978723404,40,0.15,1,67131,132447,0.575757575757576,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927502","+",4,2,4,2,1,1,0.256410256410256,0.116959064327485,0,1,35737,119159,0.4,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927523","-",2,0,2,0,1,0,0.051948051948052,0,0,0,14999,104495275,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927549","-",10,4,10,4,1,1,0.10482180293501,0.943396226415094,0,1,197734,476558,0.58041958041958,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927550","+",1,5,1,5,1,4,0.0241604252234839,0.251889168765743,0.3,1,0,11898,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927571","-",3,2,4,2,1,1,0.0428082191780822,0.0695410292072323,0,1,99986,236321,0.4,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927572","+",34,13,44,16,3,3,0.119189511323004,0.702576112412178,0.16875,1,0,34082,0.0791434226218398,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927575","+",2,2,2,2,1,1,0.0668896321070234,0.34965034965035,0,1,78316,98701,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927588","-",5,4,5,4,1,1,0.199203187250996,0.231481481481481,0,1,20489,84102,0.523809523809524,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927604","+",0,1,0,1,0,1,0,0.613496932515337,0,1,2037,230872807,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927620","+",8,5,8,5,2,2,0.0603864734299517,0.956937799043062,0.133333333333334,1,331672,331653,0.102564102564103,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927623","+",6,3,5,3,1,1,0.0521104742053153,0.62111801242236,0,1,31489,71310,0.0476190476190476,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927630","-",11,5,11,5,2,3,0.051948051948052,2.63157894736842,0.228571428571429,3,107849,187418,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927635","-",1,1,1,1,1,1,0.014609203798393,0.0809716599190283,0,1,9302,9579,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927636","+",4,0,4,0,1,0,0.0502765208647562,0,0,0,4997,143987452,1,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927640","+",2,1,2,1,1,1,0.0428082191780822,0.0895255147717099,0,1,0,9538,1,FALSE,FALSE,TRUE,FALSE,NA
"LOC101927657","+",12,6,12,7,2,3,0.174216027874564,0.416666666666667,0.19047619047619,1,185774,209984,0.073946177661348,FALSE,FALSE,FALSE,FALSE,NA
"LOC101927666","-",1,0,1,0,1,0,0.0343053173241852,0,0,0,2840,58074049,1,FALSE,FALSE,FALSE,FALSE,NA
