"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_sum_abund","TP_sum_abund","TDN_same_ort","TDN_oppo_ort","TP_same_ort","TP_oppo_ort","ort_fisher_test","abund_gini","Overlapping_Genes","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"'RNF169","+",5,6,5,10,5,20,3,2,8,2,0.56043956043956,0.485714285714286,"XRRA1",FALSE,TRUE,TRUE,FALSE,NA
"'NF1","+",15,13,49,34,52,67,27,22,27,7,0.0343925615338164,0.48435243139143,"OMG, EVI2B, EVI2A",TRUE,TRUE,TRUE,FALSE,NA
"'ZNF34","-",25,12,80,35,124,81,39,41,25,10,0.0267118968708883,0.482638888888889,"",FALSE,TRUE,TRUE,FALSE,NA
"'SUSD6","+",8,6,13,9,15,16,7,6,5,4,1,0.482142857142857,"",FALSE,TRUE,TRUE,FALSE,NA
"'RASEF","-",0,2,0,5,0,54,0,0,1,4,1,0.481481481481482,"",FALSE,TRUE,TRUE,FALSE,NA
"'DSE","+",3,4,3,4,5,13,1,2,2,2,1,0.480769230769231,"TSPYL1",FALSE,TRUE,TRUE,FALSE,NA
"'IL12RB1","-",13,3,20,7,28,20,8,12,4,3,0.661835748792271,0.48,"MAST3",FALSE,TRUE,TRUE,FALSE,NA
"'RFC1","-",7,5,13,8,17,25,5,8,7,1,0.0668730650154799,0.48,"",FALSE,TRUE,TRUE,FALSE,NA
"'MAP4K3","-",17,8,20,16,22,32,11,9,10,6,0.741177798197675,0.479166666666667,"",FALSE,TRUE,TRUE,FALSE,NA
"'SAPCD1","+",2,2,2,3,2,45,1,1,3,0,0.4,0.477777777777778,"MSH5-SAPCD1, SAPCD1-AS1",FALSE,TRUE,TRUE,FALSE,NA
"'CRTAP","+",1,2,1,4,1,44,0,1,4,0,0.2,0.477272727272727,"",FALSE,TRUE,TRUE,FALSE,NA
"'MCF2L2","-",4,2,5,5,6,11,4,1,4,1,1,0.477272727272727,"B3GNT5",FALSE,TRUE,TRUE,FALSE,NA
"'PHYKPL","-",7,5,13,8,21,18,7,6,7,1,0.173581011351909,0.476190476190476,"HNRNPAB",FALSE,TRUE,TRUE,FALSE,NA
"'CPSF2","+",5,5,5,8,5,14,4,1,7,1,1,0.476190476190476,"",FALSE,TRUE,TRUE,FALSE,NA
"'USP14","+",7,4,8,9,8,20,2,6,7,2,0.0566844919786096,0.475,"",FALSE,TRUE,TRUE,FALSE,NA
"'ANKRD36","+",10,8,14,12,14,25,9,5,5,7,0.431239736169067,0.472727272727273,"",FALSE,TRUE,TRUE,FALSE,NA
"'HSDL1","-",4,2,4,6,6,33,2,2,0,6,0.133333333333333,0.46969696969697,"",FALSE,TRUE,TRUE,FALSE,NA
"'SPPL3","-",19,7,46,18,49,36,21,25,6,12,0.412598970515373,0.46875,"",TRUE,TRUE,TRUE,FALSE,NA
"'ZGRF1","-",4,4,4,5,4,18,1,3,2,3,1,0.466666666666667,"LARP7",FALSE,TRUE,TRUE,FALSE,NA
"'LOC101927817","+",14,9,20,11,21,23,10,10,5,6,1,0.466403162055336,"ANKRD11",FALSE,TRUE,TRUE,FALSE,NA
"'FANCA","-",35,20,234,157,259,300,131,103,108,49,0.0113205198728837,0.465680751173711,"ZNF276",TRUE,TRUE,TRUE,TRUE,0.00312821417411986
"'ANKRD11","-",25,15,85,53,92,103,46,39,24,29,0.381948906736529,0.464271844660194,"LOC105371414, LOC100287036, LOC101927817",FALSE,TRUE,TRUE,FALSE,NA
"'FXR2","-",27,15,53,43,65,82,30,23,36,7,0.00732891716947154,0.464056482670089,"SHBG",FALSE,TRUE,TRUE,TRUE,1.81584727546735
"'STXBP5","+",13,11,26,24,31,44,14,12,12,12,1,0.463203463203463,"STXBP5-AS1",FALSE,TRUE,TRUE,FALSE,NA
"'FARP2","+",13,4,14,8,17,18,4,10,4,4,0.386446508427933,0.462962962962963,"MIR3133, STK25",FALSE,TRUE,TRUE,FALSE,NA
"'USP15","+",17,12,36,31,40,57,23,13,24,7,0.288668269317542,0.462189957652752,"MIR6125",TRUE,TRUE,TRUE,FALSE,NA
"'FUNDC2","+",6,6,8,16,10,26,2,6,11,5,0.0824696011127562,0.461538461538461,"",FALSE,FALSE,TRUE,TRUE,0.980038544139147
"'CHD4","-",20,12,47,37,58,70,25,22,24,13,0.373160460737429,0.458874458874458,"SCARNA11",FALSE,TRUE,TRUE,FALSE,NA
"'POLQ","-",7,5,8,10,9,16,6,2,10,0,0.183006535947712,0.458333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'ZNF804A","+",0,2,0,6,0,16,0,0,3,3,1,0.458333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'DNMT1","-",33,14,185,83,233,167,100,85,61,22,0.0029562101903449,0.457112801424179,"",TRUE,TRUE,TRUE,FALSE,NA
"'LINC00924","+",0,1,0,3,0,22,0,0,2,1,1,0.454545454545455,"",FALSE,TRUE,TRUE,FALSE,NA
"'NELFA","-",0,2,0,3,0,22,0,0,3,0,1,0.454545454545455,"MIR943",FALSE,TRUE,TRUE,FALSE,NA
"'PIK3CA","+",17,5,22,9,23,17,13,9,7,2,0.428984267171625,0.453781512605042,"KCNMB3",TRUE,TRUE,TRUE,FALSE,NA
"'GTDC1","-",7,7,14,21,15,39,5,9,16,5,0.0331669502492156,0.451566951566952,"LOC101928386",FALSE,TRUE,TRUE,FALSE,NA
"'KLF12","-",22,12,48,42,51,76,23,25,26,16,0.208360616754398,0.451523545706371,"",FALSE,TRUE,TRUE,FALSE,NA
"'ZCCHC11","-",15,7,38,19,41,37,21,17,11,8,1,0.451013513513513,"",FALSE,TRUE,TRUE,FALSE,NA
"'HNRNPUL2-BSCL2","-",25,11,68,37,78,88,33,35,32,5,0.000124946885311527,0.450757575757576,"BSCL2, GNG3, HNRNPUL2",FALSE,TRUE,TRUE,TRUE,0.0133751975511847
"'PIAS1","+",13,11,23,30,25,50,15,8,20,10,1,0.45,"CALML4",FALSE,TRUE,TRUE,FALSE,NA
"'MIR5096","+",21,12,63,28,70,53,25,38,3,25,0.00642995536780623,0.448899371069182,"SPEN, GNG4, LYST, BMP2K, ZZEF1, CYB5D2, ANKFY1, LGALS1, NOL12, TRIOBP, H1F0, GCAT, GALR3, ANKRD54, MIR658, MIR659, EIF3L, MICALL1, C22orf23, POLR2F, MIR6820, SOX10, MIR4534",FALSE,TRUE,TRUE,TRUE,1.7740421349779
"'DUSP16","-",11,4,21,6,23,13,8,13,5,1,0.0768115942028986,0.448717948717949,"",FALSE,TRUE,TRUE,FALSE,NA
"'HNRNPUL2","-",24,11,66,36,76,87,32,34,31,5,0.000228237782613697,0.44867221561633,"HNRNPUL2-BSCL2",FALSE,TRUE,TRUE,TRUE,0.0133751975511847
"'UBE2R2","+",16,6,27,14,30,23,14,13,11,3,0.17612960333391,0.447826086956522,"",FALSE,TRUE,TRUE,FALSE,NA
"'NT5DC1","+",10,4,10,14,11,42,6,4,10,4,0.673352178399964,0.447619047619048,"COL10A1",FALSE,TRUE,TRUE,FALSE,NA
"'CBFB","+",28,16,70,73,83,137,34,36,52,21,0.0065394412301783,0.444444444444445,"",TRUE,TRUE,TRUE,TRUE,0.135692498071137
"'LASP1","+",15,4,28,9,29,18,13,15,8,1,0.0501101173743979,0.444444444444444,"MIR6779",TRUE,TRUE,TRUE,FALSE,NA
"'PGD","+",0,2,0,3,0,12,0,0,1,2,1,0.444444444444444,"",FALSE,TRUE,TRUE,FALSE,NA
"'ATF7IP","+",22,14,47,34,53,65,20,27,23,11,0.0416563740029377,0.443589743589744,"",TRUE,TRUE,TRUE,FALSE,NA
"'CSNK1G1","-",15,5,23,11,25,21,11,12,6,5,1,0.442857142857143,"",FALSE,TRUE,TRUE,FALSE,NA
"'CAMK2D","-",20,10,38,31,48,58,13,25,28,3,0.00000177597278989623,0.442528735632184,"",TRUE,TRUE,TRUE,FALSE,NA
"'SETD2","-",30,14,83,51,91,93,41,42,40,11,0.00100358927429179,0.4424616792496,"",TRUE,TRUE,TRUE,FALSE,NA
"'MIA2","+",13,8,20,20,24,37,12,8,14,6,0.741053623144835,0.441971383147854,"LOC100288846",FALSE,TRUE,TRUE,FALSE,NA
"'UBR2","+",27,15,86,41,99,77,42,44,30,11,0.0125889582502798,0.440892440892441,"",FALSE,TRUE,TRUE,FALSE,NA
"'NAA38","-",25,9,102,37,115,68,56,46,22,15,0.701061502362007,0.440311418685122,"CYB5D1, CHD3",FALSE,TRUE,TRUE,FALSE,NA
"'CENPC","-",13,3,17,8,18,31,9,8,7,1,0.182192635739547,0.438709677419355,"",FALSE,TRUE,TRUE,FALSE,NA
"'PIAS2","-",9,3,10,4,12,16,7,3,3,1,1,0.4375,"",FALSE,TRUE,TRUE,FALSE,NA
"'WDR62","+",17,8,34,19,37,34,19,15,14,5,0.246862413409973,0.43598615916955,"",FALSE,TRUE,TRUE,FALSE,NA
"'RNF157","-",28,15,189,95,219,162,92,97,68,27,0.000237688195300354,0.434722222222222,"RNF157-AS1",TRUE,TRUE,TRUE,FALSE,NA
"'TBC1D23","+",5,2,6,3,6,15,1,5,3,0,0.0476190476190476,0.433333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'ATAD3B","+",20,5,28,11,32,18,11,17,5,6,0.733788293298861,0.432098765432099,"",FALSE,FALSE,TRUE,TRUE,1.38675131315115
"'LOC102724064","+",4,6,5,9,5,22,3,2,8,1,0.505494505494505,0.431818181818182,"SLC29A2",FALSE,TRUE,TRUE,FALSE,NA
"'AP2A2","+",18,8,43,15,46,31,25,18,7,8,0.550405638390495,0.43010752688172,"",FALSE,TRUE,TRUE,FALSE,NA
"'RRN3","-",11,9,17,12,19,25,7,10,10,2,0.0534752673788419,0.43,"PDXDC1",FALSE,TRUE,TRUE,FALSE,NA
"'COX6B1","+",19,10,35,22,39,39,18,17,15,7,0.274761200021348,0.428774928774929,"",FALSE,TRUE,TRUE,FALSE,NA
"'ANXA1","+",7,7,8,16,10,28,4,4,14,2,0.128770542958186,0.428571428571429,"",TRUE,FALSE,TRUE,TRUE,7.26892786544384
"'CDC23","-",2,2,3,2,3,14,1,2,1,1,1,0.428571428571429,"KIF20A",FALSE,TRUE,TRUE,FALSE,NA
"'PCM1","+",19,9,31,29,36,64,12,19,25,4,0.000186315596396519,0.42824074074074,"",TRUE,TRUE,TRUE,TRUE,3.68541460324469
"'PCCA","+",13,10,19,14,25,26,10,9,8,6,1,0.42603550295858,"PCCA-AS1, GGACT",FALSE,TRUE,TRUE,FALSE,NA
"'SYNRG","-",22,10,70,43,81,70,29,41,37,6,0.00000201148035827536,0.425396825396826,"",FALSE,TRUE,TRUE,FALSE,NA
"'MRPS10","-",2,3,3,3,4,11,1,2,3,0,0.4,0.424242424242424,"",FALSE,TRUE,TRUE,FALSE,NA
"'RABL6","+",22,11,87,29,100,61,45,42,12,17,0.394033988551497,0.423968343697005,"CCDC183-AS1, MIR4292",FALSE,TRUE,TRUE,FALSE,NA
"'FLYWCH2","+",4,2,6,7,8,17,3,3,5,2,0.592074592074592,0.423529411764706,"",FALSE,TRUE,TRUE,FALSE,NA
"'C11orf65","-",10,10,19,15,19,28,10,9,3,12,0.0789911495864971,0.423469387755102,"ATM",FALSE,FALSE,TRUE,TRUE,7.37708828089312
"'TRAPPC10","+",31,16,101,51,112,99,48,53,37,14,0.00350086680711348,0.42334455667789,"",FALSE,TRUE,TRUE,FALSE,NA
"'ANKFY1","-",22,12,66,28,73,50,41,25,25,3,0.012486888539216,0.4224,"MIR5096",FALSE,TRUE,TRUE,TRUE,1.7740421349779
"'NCOA2","-",19,8,41,28,48,48,19,22,19,9,0.0904067336873811,0.42,"",TRUE,TRUE,TRUE,FALSE,NA
"'ITPKB","-",13,3,21,7,28,25,11,10,4,3,1,0.42,"ITPKB-IT1",FALSE,TRUE,TRUE,FALSE,NA
"'SAFB","+",26,13,97,48,126,87,47,50,39,9,0.000148060446492707,0.415836526181353,"",FALSE,TRUE,TRUE,FALSE,NA
"'XYLT1","-",15,3,34,11,36,19,11,23,7,4,0.0856770669141927,0.41578947368421,"LOC102723692",FALSE,TRUE,TRUE,FALSE,NA
"'TIMELESS","-",13,4,20,11,25,23,9,11,11,0,0.00210967421878096,0.415458937198067,"",FALSE,FALSE,TRUE,TRUE,6.6848152464621
"'BAZ2A","-",13,6,23,10,25,21,12,11,4,6,0.707985303535915,0.410714285714286,"RBMS2",FALSE,TRUE,TRUE,TRUE,1.21234367547959
"'LPP","+",19,12,37,30,41,54,24,13,15,15,0.319264851700421,0.410256410256411,"LPP-AS2, FLJ42393, LPP-AS1, MIR28",TRUE,TRUE,TRUE,FALSE,NA
"'RBL2","+",9,8,11,13,11,24,4,7,7,6,0.444188316058689,0.409722222222222,"AKTIP",TRUE,TRUE,TRUE,FALSE,NA
"'KIF1B","+",18,8,31,20,37,36,15,16,13,7,0.267208937943663,0.409356725146199,"MIR1273D, RNU6-1, RNU6-9, RNU6-7, RNU6-8, RNU6-2",FALSE,TRUE,TRUE,FALSE,NA
"'BUB1B","+",8,7,16,12,18,20,10,6,7,5,1,0.409090909090909,"BUB1B-PAK6",TRUE,TRUE,TRUE,FALSE,NA
"'FBXW11","-",11,5,16,8,16,15,10,6,6,2,0.667413127098145,0.408333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'TONSL","-",18,9,45,18,50,34,16,29,16,2,0.000175867741193973,0.408304498269896,"TONSL-AS1, MIR6893",FALSE,TRUE,TRUE,FALSE,NA
"'POLH","+",17,7,26,20,34,34,12,14,12,8,0.388002343481331,0.408304498269896,"GTPBP2",TRUE,TRUE,TRUE,FALSE,NA
"'PPP4R3B","-",10,7,16,13,19,25,10,6,5,8,0.2723034767446,0.406153846153846,"",FALSE,TRUE,TRUE,FALSE,NA
"'RTKN2","-",8,6,13,10,13,17,8,5,6,4,1,0.405228758169935,"",FALSE,TRUE,TRUE,FALSE,NA
"'LUC7L","-",30,17,161,72,185,122,74,87,52,20,0.000209964069978417,0.404846756949395,"",FALSE,TRUE,TRUE,FALSE,NA
"'MACF1","+",32,14,98,39,114,63,50,48,29,10,0.013528330263054,0.404761904761904,"KIAA0754",TRUE,TRUE,TRUE,FALSE,NA
"'SET","+",10,6,16,8,17,17,6,10,8,0,0.00642853355196874,0.403361344537815,"",TRUE,TRUE,TRUE,FALSE,NA
"'STIM1","+",19,10,35,19,41,36,22,13,11,8,0.7753434515204,0.401234567901235,"MIR4687",FALSE,TRUE,TRUE,FALSE,NA
"'MAN1A2","+",10,9,18,20,22,37,7,11,14,6,0.101353991309014,0.401137980085348,"",FALSE,TRUE,TRUE,FALSE,NA
"'MECP2","-",27,13,134,54,151,93,66,68,35,19,0.0748727204008898,0.400313620071683,"",FALSE,TRUE,TRUE,FALSE,NA
"'LPIN2","-",13,5,22,9,32,20,11,11,6,3,0.456403411197627,0.4,"LOC727896",FALSE,TRUE,TRUE,FALSE,NA
"'ITGB3BP","-",5,2,5,4,6,10,1,4,4,0,0.0476190476190477,0.4,"",FALSE,TRUE,TRUE,FALSE,NA
"'LOC100128568","+",5,2,5,2,5,10,2,3,2,0,0.428571428571428,0.4,"RFX2",FALSE,TRUE,TRUE,FALSE,NA
"'FAM160B1","+",8,5,10,5,11,14,6,4,4,1,0.6003996003996,0.4,"",FALSE,TRUE,TRUE,FALSE,NA
"'TXNRD1","+",6,3,7,3,7,10,3,4,2,1,1,0.4,"EID3",FALSE,TRUE,TRUE,FALSE,NA
"'STK17A","+",19,8,29,20,33,41,16,13,8,12,0.386845141437656,0.4,"COA1",FALSE,TRUE,TRUE,FALSE,NA
"'IQGAP1","+",21,11,45,27,47,42,30,15,16,11,0.614945359131381,0.398268398268399,"",FALSE,TRUE,TRUE,FALSE,NA
"'SLC44A2","+",18,8,53,18,57,35,30,23,12,6,0.581752171410662,0.396638655462185,"",FALSE,TRUE,TRUE,FALSE,NA
"'SMG6","-",31,12,178,73,209,123,85,93,42,31,0.167429689387688,0.395825749302269,"LOC101927839",TRUE,TRUE,TRUE,FALSE,NA
"'AHRR","+",16,7,53,9,57,18,33,20,9,0,0.0474727378879163,0.395061728395062,"PDCD6",FALSE,TRUE,TRUE,FALSE,NA
"'RUNX2","+",11,10,21,23,24,43,12,9,6,17,0.0646186368722974,0.394291754756871,"SUPT3H",TRUE,TRUE,TRUE,FALSE,NA
"'PPP3CB","-",16,8,23,8,27,15,10,13,5,3,0.433147942157953,0.391666666666667,"PPP3CB-AS1",FALSE,TRUE,TRUE,FALSE,NA
"'GPATCH2","-",20,7,31,17,35,32,18,13,10,7,1,0.391666666666667,"",FALSE,TRUE,TRUE,FALSE,NA
"'POM121C","-",9,4,13,9,13,19,8,5,3,6,0.386996904024768,0.390977443609023,"NSUN5P1",FALSE,TRUE,TRUE,FALSE,NA
"'EIF3E","-",8,7,9,8,10,16,2,7,6,2,0.0566844919786096,0.390625,"",TRUE,TRUE,TRUE,FALSE,NA
"'MAP4","-",18,9,39,32,47,47,22,17,18,14,1,0.390343698854338,"",TRUE,TRUE,TRUE,FALSE,NA
"'EDEM3","-",7,4,12,9,12,17,4,8,9,0,0.00459973463069439,0.389705882352941,"",FALSE,TRUE,TRUE,FALSE,NA
"'CLEC16A","+",13,11,38,37,48,69,24,14,17,20,0.166948441862027,0.389233954451346,"",FALSE,TRUE,TRUE,FALSE,NA
"'LYPLAL1","+",10,4,15,6,15,12,6,9,4,2,0.361455108359133,0.388888888888889,"",FALSE,TRUE,TRUE,FALSE,NA
"'NUDCD1","-",15,5,22,11,24,20,12,10,8,3,0.455860779287775,0.388888888888889,"",FALSE,TRUE,TRUE,FALSE,NA
"'CRKL","+",10,6,16,11,17,20,8,8,10,1,0.0416710673003579,0.388888888888889,"",TRUE,TRUE,TRUE,FALSE,NA
"'ABCD2","-",14,8,20,29,27,46,13,7,18,11,1,0.386086956521739,"",FALSE,FALSE,TRUE,TRUE,3.65462575351225
"'ZNF778","+",3,4,3,9,8,19,3,0,7,2,1,0.385964912280702,"",FALSE,TRUE,TRUE,FALSE,NA
"'TCF25","+",18,7,40,17,49,30,28,12,12,5,1,0.385714285714286,"",FALSE,TRUE,TRUE,FALSE,NA
"'RAB11FIP3","+",30,13,116,42,129,66,53,63,19,23,1,0.381654381654381,"",FALSE,TRUE,TRUE,FALSE,NA
"'EPB41","+",18,14,51,47,52,80,21,30,28,19,0.10528590400319,0.380952380952381,"TMEM200B",FALSE,TRUE,TRUE,FALSE,NA
"'ERI3","-",10,3,11,3,12,7,4,7,2,1,0.538461538461539,0.380952380952381,"ERI3-IT1, SNORA110",FALSE,TRUE,TRUE,FALSE,NA
"'ALOX12P2","+",3,3,5,3,5,7,5,0,3,0,1,0.380952380952381,"",FALSE,TRUE,TRUE,FALSE,NA
"'CTH","+",1,3,1,3,1,7,1,0,2,1,1,0.380952380952381,"",FALSE,TRUE,TRUE,FALSE,NA
"'LINC00536","-",5,3,5,3,5,7,0,5,2,1,0.107142857142857,0.380952380952381,"",FALSE,TRUE,TRUE,FALSE,NA
"'ERP44","-",11,2,14,6,15,14,4,10,5,1,0.0498452012383902,0.380952380952381,"",FALSE,TRUE,TRUE,FALSE,NA
"'ATP8B2","+",3,4,4,7,4,12,2,2,6,1,0.490909090909091,0.375,"",FALSE,FALSE,TRUE,TRUE,0.527246214813246
"'HMGN1","-",0,2,0,3,0,8,0,0,3,0,1,0.375,"",FALSE,FALSE,TRUE,TRUE,3.87869528783106
"'PPA2","-",9,7,11,10,12,16,6,5,6,4,1,0.375,"",FALSE,TRUE,TRUE,FALSE,NA
"'XRCC1","-",14,5,20,9,28,14,9,11,6,3,0.426986506746627,0.375,"",FALSE,TRUE,TRUE,FALSE,NA
"'ANKRD27","-",2,4,2,4,2,8,2,0,2,2,0.466666666666667,0.375,"SNORA68B",FALSE,TRUE,TRUE,FALSE,NA
"'NFKB1","+",11,7,14,12,14,22,8,6,10,2,0.216384439359268,0.371900826446281,"LOC105377621",TRUE,TRUE,TRUE,FALSE,NA
"'SLC3A2","+",13,9,26,15,30,28,12,14,11,4,0.113825751604177,0.371428571428571,"",FALSE,TRUE,TRUE,FALSE,NA
"'PRPF6","+",20,11,63,39,69,68,33,30,27,12,0.102761949198256,0.371224165341812,"",FALSE,TRUE,TRUE,FALSE,NA
"'RBMS1","-",8,8,10,13,10,21,4,6,9,4,0.221544910870527,0.369047619047619,"MIR4785",FALSE,TRUE,TRUE,FALSE,NA
"'MRE11","-",6,4,8,5,9,12,2,6,2,3,1,0.366666666666667,"MIR548L",TRUE,TRUE,TRUE,FALSE,NA
"'BRWD1","-",14,10,25,27,30,38,11,14,24,3,0.000901821951531707,0.366028708133971,"",FALSE,FALSE,TRUE,TRUE,3.87869528783106
"'RBM14-RBM4","+",18,7,42,13,51,21,26,16,10,3,0.506081182545575,0.363636363636364,"RBM14, RBM4",FALSE,TRUE,TRUE,FALSE,NA
"'TAOK1","+",26,12,64,38,78,66,34,30,29,9,0.0220294497392058,0.362718089990818,"",FALSE,TRUE,TRUE,FALSE,NA
"'OLA1","-",5,5,6,10,6,19,3,3,5,5,1,0.361842105263158,"",FALSE,TRUE,TRUE,FALSE,NA
"'LINC01599","-",5,4,7,4,7,9,5,2,3,1,1,0.361111111111111,"LINC01588",FALSE,TRUE,TRUE,FALSE,NA
"'OTUD7B","-",7,4,8,6,8,12,6,2,2,4,0.277389277389277,0.361111111111111,"",FALSE,TRUE,TRUE,FALSE,NA
"'TENM1","-",10,6,17,9,17,17,9,8,5,4,1,0.360294117647059,"",FALSE,TRUE,TRUE,FALSE,NA
"'CTNNB1","+",3,2,4,5,4,10,2,2,2,3,1,0.36,"",TRUE,TRUE,TRUE,FALSE,NA
"'YBX1","+",8,7,10,12,10,20,6,4,2,10,0.0743034055727554,0.36,"",TRUE,TRUE,TRUE,FALSE,NA
"'ROCK2","-",8,7,9,9,9,15,2,7,7,2,0.0566844919786096,0.358333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'POLDIP3","-",13,6,27,8,31,15,14,13,7,1,0.107798028706882,0.358333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'PRNP","+",2,2,3,3,3,14,0,3,2,1,0.4,0.357142857142857,"",FALSE,TRUE,TRUE,FALSE,NA
"'LOC100288637","+",5,2,6,2,6,7,2,4,2,0,0.428571428571429,0.357142857142857,"OTUD7A, CHRNA7, LINC02249, GOLGA8H, GOLGA8K, GOLGA8T, ULK4P1, ULK4P2",FALSE,TRUE,TRUE,FALSE,NA
"'CREB3","+",4,2,4,2,4,7,0,4,2,0,0.0666666666666666,0.357142857142857,"TLN1, MIR6853, GBA2",FALSE,TRUE,TRUE,FALSE,NA
"'ACACB","+",7,2,8,3,9,7,4,4,0,3,0.236363636363636,0.357142857142857,"",FALSE,TRUE,TRUE,FALSE,NA
"'LRSAM1","+",7,5,10,6,10,14,4,6,4,2,0.608391608391609,0.357142857142857,"",FALSE,TRUE,TRUE,FALSE,NA
"'CHD2","+",15,12,25,25,27,42,11,14,21,4,0.00715036611296616,0.356107660455486,"MIR3175",TRUE,FALSE,TRUE,TRUE,2.01427451349403
"'URI1","+",11,9,13,23,15,38,5,8,21,2,0.00134681236231979,0.355889724310776,"",FALSE,FALSE,TRUE,TRUE,0.108139761882509
"'CCDC47","-",19,7,32,12,34,18,17,15,8,4,0.507144600735071,0.355555555555556,"",FALSE,TRUE,TRUE,FALSE,NA
"'SIPA1L3","+",16,4,26,5,38,9,12,14,5,0,0.0482017055988135,0.355555555555556,"SNORD152",FALSE,TRUE,TRUE,FALSE,NA
"'TTC39C","+",9,4,15,9,16,15,3,12,5,4,0.099438319117953,0.355555555555556,"TTC39C-AS1",FALSE,TRUE,TRUE,FALSE,NA
"'SGMS1","-",10,6,16,10,17,17,5,11,6,4,0.227971463184816,0.352941176470588,"",TRUE,TRUE,TRUE,FALSE,NA
"'MIR5096","+",18,6,49,16,58,24,27,22,11,5,0.393156343761361,0.352564102564103,"SPEN, GNG4, LYST, BMP2K, ZZEF1, CYB5D2, ANKFY1, LGALS1, NOL12, TRIOBP, H1F0, GCAT, GALR3, ANKRD54, MIR658, MIR659, EIF3L, MICALL1, C22orf23, POLR2F, MIR6820, SOX10, MIR4534",FALSE,TRUE,TRUE,TRUE,1.7740421349779
"'NPLOC4","-",36,19,499,193,580,299,248,251,135,58,0.00000159657218616366,0.352139708117974,"",FALSE,FALSE,TRUE,TRUE,3.17281497572526
"'ERBIN","+",14,8,23,16,26,24,11,12,7,9,1,0.351190476190476,"LOC100303749",FALSE,TRUE,TRUE,FALSE,NA
"'EP300","+",20,16,59,40,72,61,31,28,27,13,0.151850146793863,0.351092896174863,"",TRUE,TRUE,TRUE,FALSE,NA
"'JMJD1C","-",14,12,25,31,30,50,12,13,15,16,1,0.35,"MIR1296, LOC105378330, JMJD1C-AS1, REEP3",FALSE,FALSE,TRUE,TRUE,5.28304253313552
"'RNF13","+",7,6,9,6,12,11,5,4,2,4,0.608391608391608,0.348484848484848,"",FALSE,TRUE,TRUE,FALSE,NA
"'RBM4","+",20,9,47,15,53,23,23,24,9,6,0.558172564441335,0.347826086956522,"RBM14-RBM4, RBM4B",FALSE,TRUE,TRUE,FALSE,NA
"'CMAS","+",4,2,4,3,5,13,1,3,2,1,0.485714285714286,0.346153846153846,"",FALSE,TRUE,TRUE,FALSE,NA
"'TMEM62","+",5,4,6,6,6,13,1,5,5,1,0.08008658008658,0.346153846153846,"",FALSE,TRUE,TRUE,FALSE,NA
"'POLR2A","+",25,15,91,41,113,63,51,40,31,10,0.0348214721328583,0.346119929453263,"",FALSE,TRUE,TRUE,FALSE,NA
"'TANGO6","+",17,9,34,16,42,27,15,19,4,12,0.228220231858818,0.344907407407407,"",FALSE,TRUE,TRUE,FALSE,NA
"'STAT2","-",7,7,10,9,11,16,3,7,8,1,0.0197666110978804,0.34375,"",FALSE,FALSE,TRUE,TRUE,6.6848152464621
"'N4BP2L2","-",9,5,12,6,17,21,8,4,3,3,0.626696832579186,0.342857142857143,"MINOS1P1, N4BP2L2-IT2",FALSE,TRUE,TRUE,FALSE,NA
"'ATM","+",20,12,40,31,45,47,21,19,20,11,0.342088733569169,0.341892883345562,"C11orf65",TRUE,FALSE,TRUE,TRUE,7.37708828089312
"'KMT5B","-",18,13,56,35,61,56,31,25,21,14,0.827870214349405,0.341517857142857,"",FALSE,TRUE,TRUE,FALSE,NA
"'SP1","+",21,10,57,16,66,25,27,30,9,7,0.58139713974828,0.3375,"",FALSE,TRUE,TRUE,FALSE,NA
"'SACM1L","+",9,8,18,18,18,28,11,7,14,4,0.470522803114572,0.337301587301587,"",FALSE,FALSE,TRUE,TRUE,7.37708828089312
"'NUDT3","-",17,8,35,13,38,21,19,16,9,4,0.512350054161039,0.336996336996337,"RPS10-NUDT3",FALSE,TRUE,TRUE,FALSE,NA
"'EIF2B3","-",26,10,81,18,99,29,44,37,15,3,0.0324299249477892,0.336713995943204,"",FALSE,TRUE,TRUE,FALSE,NA
"'EED","+",9,8,11,16,12,33,3,8,12,4,0.0219918936300684,0.335497835497836,"MIR6755",FALSE,FALSE,TRUE,TRUE,7.37708828089312
"'PDXDC1","+",23,13,50,30,60,45,25,25,16,14,0.820238241700668,0.334156378600823,"MIR1972-2, MIR1972-1, NTAN1, RRN3, LOC100505915, PKD1P6-NPIPP1, MIR6511B1, MIR6511B2",FALSE,TRUE,TRUE,FALSE,NA
"'KCTD1","-",2,2,2,2,2,6,1,1,1,1,1,0.333333333333333,"MIR8057",FALSE,TRUE,TRUE,FALSE,NA
"'ALG10B","+",1,2,1,2,1,6,0,1,2,0,0.333333333333333,0.333333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
